ISO3;ECONOMY_NAME;NUM;NAME;DATAYR;VALUE_SCREEN;SCORE;RANK
ALB;Albania;IN.2.3.4;QS university ranking, top 3*;2023;0;0;75
ALB;Albania;IN.3;Infrastructure;;;52,29615929;31
ALB;Albania;IN.3.1;Information and communication technologies (ICTs);;;82,31763469;36
ALB;Albania;IN.3.1.1;ICT access*;2022;99,5;99,30017849;22
ALB;Albania;IN.3.1.2;ICT use*;2022;80,17148551;74,47740085;74
ALB;Albania;IN.3.1.3;Government's online service*;2022;0,8182;79,9071618;33
ALB;Albania;IN.3.1.4;E-participation*;2022;0,7614;75,58579761;22
ALB;Albania;IN.3.2;General infrastructure;;;20,7599588;95
ALB;Albania;IN.3.2.1;Electricity output, GWh/mn pop.;2022;2521,613833;9,349492845;72
ALB;Albania;IN.3.2.2;Logistics performance*;2023;2,5;18,18181818;89
ALB;Albania;IN.3.2.3;Gross capital formation, % GDP;2023;25,138;34,74856536;48
ALB;Albania;IN.3.3;Ecological sustainability;;;53,8108844;1
ALB;Albania;IN.3.3.1;GDP/unit of energy use;2022;19,164;43,18584968;12
ALB;Albania;IN.3.3.2;Low-carbon energy use, %;2022;69,7907093;83,34429851;5
ALB;Albania;IN.3.3.3;ISO 14001 environment/bn PPP$ GDP;2022;4,340644567;34,90250501;25
ALB;Albania;IN.4;Market sophistication;;;24,18030869;91
ALB;Albania;IN.4.1;Credit;;;8,255531689;118
ALB;Albania;IN.4.1.1;Finance for startups and scaleups†;;;;
ALB;Albania;IN.4.1.2;Domestic credit to private sector, % GDP;2022;33,9680292;10,00615123;90
ALB;Albania;IN.4.1.3;Loans from microfinance institutions, % GDP;2022;0,597193606;6,504912152;40
ALB;Albania;IN.4.2;Investment;;;2,920169405;100
ALB;Albania;IN.4.2.1;Market capitalization, % GDP;;;;
ALB;Albania;IN.4.2.2;Venture capital (VC) investors, deals/bn PPP$ GDP;;;;
ALB;Albania;IN.4.2.3;VC recipients, deals/bn PPP$ GDP;2021;0,021547545;5,472364016;89
ALB;Albania;IN.4.2.4;VC received, value, % GDP;2021;3,05827E-05;0,367974794;97
ALB;Albania;IN.4.3;Trade, diversification and market scale;;;61,36522499;46
ALB;Albania;IN.4.3.1;Applied tariff rate, weighted avg., %;2022;0,989459068;92,21052113;15
ALB;Albania;IN.4.3.2;Domestic industry diversification;2021;0,107713773;90,88551891;32
ALB;Albania;IN.4.3.3;Domestic market scale, bn PPP$;2023;55,928;0,999634927;108
ALB;Albania;IN.5;Business sophistication;;;26,84875521;64
ALB;Albania;IN.5.1;Knowledge workers;;;41,44123836;47
ALB;Albania;IN.5.1.1;Knowledge-intensive employment, %;2019;18,35870227;25,42852124;82
ALB;Albania;IN.5.1.2;Firms offering formal training, %;2019;46,2;60,6017192;23
ALB;Albania;IN.5.1.3;GERD performed by business, % GDP;;;;
ALB;Albania;IN.5.1.4;GERD financed by business, %;;;;
ALB;Albania;IN.5.1.5;Females employed w/advanced degrees, %;2019;11,77737929;38,29347464;66
ALB;Albania;IN.5.2;Innovation linkages;;;21,22585092;78
ALB;Albania;IN.5.2.1;Public research–industry co-publications, %;2023;0,34466399;2,393483434;128
ALB;Albania;IN.5.2.2;University–industry R&D collaboration†;2022;4,33881736;59,694859;38
ALB;Albania;IN.5.2.3;State of cluster development†;2022;3,685904447;38,04057157;85
ALB;Albania;IN.5.2.4;Joint venture/strategic alliance deals/bn PPP$ GDP;2023;0,012362174;5,414162509;73
ALB;Albania;IN.5.2.5;Patent families/bn PPP$ GDP;2020;0,024521223;0,58617809;82
ALB;Albania;IN.5.3;Knowledge absorption;;;17,87917636;102
ALB;Albania;IN.5.3.1;Intellectual property payments, % total trade;2022;0,591773808;13,50007162;63
ALB;Albania;IN.5.3.2;High-tech imports, % total trade;2022;0,246544326;0;133
ALB;Albania;IN.5.3.3;ICT services imports, % total trade;2022;0,79702401;16,22161803;93
ALB;Albania;IN.5.3.4;FDI net inflows, % GDP;2022;7,156996299;41,79501581;14
ALB;Albania;IN.5.3.5;Research talent, % in businesses;;;;
ALB;Albania;OUT;Innovation outputs;;;14,03266498;97
ALB;Albania;OUT.6;Knowledge and technology outputs;;;14,4401566;89
ALB;Albania;OUT.6.1;Knowledge creation;;;5,554270833;108
ALB;Albania;OUT.6.1.1;Patents by origin/bn PPP$ GDP;2022;0,460953405;8,931110721;77
ALB;Albania;OUT.6.1.2;PCT patents by origin/bn PPP$ GDP;2023;0,178801316;3,893276904;51
ALB;Albania;OUT.6.1.3;Utility models by origin/bn PPP$ GDP;2022;0,019206392;0,590961229;68
ALB;Albania;OUT.6.1.4;Scientific and technical articles/bn PPP$ GDP;2023;5,900443427;11,37728191;96
ALB;Albania;OUT.6.1.5;Citable documents H-index;2023;104;2,978723404;122
ALB;Albania;OUT.6.2;Knowledge impact;;;19,98446154;101
ALB;Albania;OUT.6.2.1;Labor productivity growth, %;2023;2,61214254;65,06504581;16
ALB;Albania;OUT.6.2.2;Unicorn valuation, % GDP;2024;0;0;49
ALB;Albania;OUT.6.2.3;Software spending, % GDP;2023;0,109526308;10,64737073;92
ALB;Albania;OUT.6.2.4;High-tech manufacturing, %;2021;4,463572049;4,22542963;100
ALB;Albania;OUT.6.3;Knowledge diffusion;;;17,78173742;65
ALB;Albania;OUT.6.3.1;Intellectual property receipts, % total trade;2022;0,268929293;8,203153653;40
ALB;Albania;OUT.6.3.2;Production and export complexity;2021;-0,23033197;37,23891498;75
ALB;Albania;OUT.6.3.3;High-tech exports, % total trade;2022;0,004476625;0,009499514;132
ALB;Albania;OUT.6.3.4;ICT services exports, % total trade;2022;2,048780024;16,90525884;56
ALB;Albania;OUT.6.3.5;ISO 9001 quality/bn PPP$ GDP;2022;9,430338417;26,55186013;30
ALB;Albania;OUT.7;Creative outputs;;;13,62517336;99
ALB;Albania;OUT.7.1;Intangible assets;;;7,581751183;105
ALB;Albania;OUT.7.1.1;Intangible asset intensity, top 15, %;;;;
ALB;Albania;OUT.7.1.2;Trademarks by origin/bn PPP$ GDP;2022;26,9849806;19,53885683;71
ALB;Albania;OUT.7.1.3;Global brand value, top 5,000, % GDP;2024;0;0;75
ALB;Albania;OUT.7.1.4;Industrial designs by origin/bn PPP$ GDP;2022;0,345715054;3,206396716;86
ALB;Albania;OUT.7.2;Creative goods and services;;;16,77387109;60
ALB;Albania;OUT.7.2.1;Cultural and creative services exports, % total trade;2022;1,039374915;29,21504673;27
ALB;Albania;OUT.7.2.2;National feature films/mn pop. 15–69;2022;3,418803419;21,09154608;41
ALB;Albania;OUT.7.2.3;Entertainment and media market/th pop. 15–69;;;;
ALB;Albania;OUT.7.2.4;Creative goods exports, % total trade;2022;0,001348744;0,015020465;130
ALB;Albania;OUT.7.3;Online creativity;;;22,56331997;87
ALB;Albania;OUT.7.3.1;Top-level domains (TLDs)/th pop. 15–69;2023;33,78895679;4,665280432;57
ALB;Albania;OUT.7.3.2;GitHub commits/mn pop. 15–69;2023;415882,8566;7,911415443;62
ALB;Albania;OUT.7.3.3;Mobile app creation/bn PPP$ GDP;2023;24289,05571;55,11326405;97
DZA;Algeria;2;Global Innovation Index;;;16,16225938;115
DZA;Algeria;IN;Innovation inputs;;;23,18227916;113
DZA;Algeria;IN.1;Institutions;;;34,84105841;95
DZA;Algeria;IN.1.1;Institutional environment;;;38,62442053;99
DZA;Algeria;IN.1.1.1;Operational stability for businesses*;2023;2,7;46,66666667;100
DZA;Algeria;IN.1.1.2;Government effectiveness*;2022;-0,513090253;30,58217439;100
DZA;Algeria;IN.1.2;Regulatory environment;;;16,93067789;121
DZA;Algeria;IN.1.2.1;Regulatory quality*;2022;-1,063573241;13,89875553;124
DZA;Algeria;IN.1.2.2;Rule of law*;2022;-0,832472682;19,96260024;110
DZA;Algeria;IN.1.3;Business environment;;;48,96807681;61
DZA;Algeria;IN.1.3.1;Policy stability for doing business†;2023;4,034921275;48,96807681;66
DZA;Algeria;IN.1.3.2;Entrepreneurship policies and culture†;;;;
DZA;Algeria;IN.2;Human capital and research;;;28,06317848;76
DZA;Algeria;IN.2.1;Education;;;46,00835992;78
DZA;Algeria;IN.2.1.1;Expenditure on education, % GDP;2021;6,299;64,99681326;10
DZA;Algeria;IN.2.1.2;Government funding/pupil, secondary, % GDP/cap;;;;
DZA;Algeria;IN.2.1.3;School life expectancy, years;2022;15,48787975;62,9739521;44
DZA;Algeria;IN.2.1.4;PISA scales in reading, maths and science;2015;361,7368572;10,05431439;78
DZA;Algeria;IN.2.1.5;Pupil–teacher ratio, secondary;;;;
DZA;Algeria;IN.2.2;Tertiary education;;;33,93822871;65
DZA;Algeria;IN.2.2.1;Tertiary enrolment, % gross;2022;53,40124893;33,66636564;67
DZA;Algeria;IN.2.2.2;Graduates in science and engineering, %;2022;29,89043045;66,9701522;20
DZA;Algeria;IN.2.2.3;Tertiary inbound mobility, %;2022;0,502460003;1,178168274;99
DZA;Algeria;IN.2.3;Research and development (R&D);;;4,242946811;79
DZA;Algeria;IN.2.3.1;Researchers, FTE/mn pop.;2017;832,42282;8,249439801;58
DZA;Algeria;IN.2.3.2;Gross expenditure on R&D, % GDP;2017;0,53432;8,722347441;58
DZA;Algeria;IN.2.3.3;Global corporate R&D investors, top 3, mn USD;2023;0;0;41
DZA;Algeria;IN.2.3.4;QS university ranking, top 3*;2023;0;0;75
DZA;Algeria;IN.3;Infrastructure;;;29,88112856;94
DZA;Algeria;IN.3.1;Information and communication technologies (ICTs);;;52,78832359;99
DZA;Algeria;IN.3.1.1;ICT access*;2022;88,56312281;83,9924547;80
DZA;Algeria;IN.3.1.2;ICT use*;2022;80,87194902;75,379014;73
DZA;Algeria;IN.3.1.3;Government's online service*;2022;0,3743;30,84659593;121
DZA;Algeria;IN.3.1.4;E-participation*;2022;0,2273;20,93522971;123
DZA;Algeria;IN.3.2;General infrastructure;;;31,26205327;66
DZA;Algeria;IN.3.2.1;Electricity output, GWh/mn pop.;2021;1932,862511;7,141590618;81
DZA;Algeria;IN.3.2.2;Logistics performance*;2023;2,5;18,18181818;89
DZA;Algeria;IN.3.2.3;Gross capital formation, % GDP;2023;36,046;68,462751;10
DZA;Algeria;IN.3.3;Ecological sustainability;;;5,593008823;128
DZA;Algeria;IN.3.3.1;GDP/unit of energy use;2021;7,802;14,39359384;95
DZA;Algeria;IN.3.3.2;Low-carbon energy use, %;2022;0,292758877;0,339103401;124
DZA;Algeria;IN.3.3.3;ISO 14001 environment/bn PPP$ GDP;2022;0,309787753;2,04632923;108
DZA;Algeria;IN.4;Market sophistication;;;5,162469348;132
DZA;Algeria;IN.4.1;Credit;;;4,963085402;126
DZA;Algeria;IN.4.1.1;Finance for startups and scaleups†;;;;
DZA;Algeria;IN.4.1.2;Domestic credit to private sector, % GDP;2022;21,10047856;4,963085402;115
DZA;Algeria;IN.4.1.3;Loans from microfinance institutions, % GDP;;;;
DZA;Algeria;IN.4.2;Investment;;;1,676024278;108
DZA;Algeria;IN.4.2.1;Market capitalization, % GDP;2018;0,226255942;0;85
DZA;Algeria;IN.4.2.2;Venture capital (VC) investors, deals/bn PPP$ GDP;;;;
DZA;Algeria;IN.4.2.3;VC recipients, deals/bn PPP$ GDP;2023;0,003420385;0,276452647;108
DZA;Algeria;IN.4.2.4;VC received, value, % GDP;2023;0,000394912;4,751620188;66
DZA;Algeria;IN.4.3;Trade, diversification and market scale;;;8,848298364;132
DZA;Algeria;IN.4.3.1;Applied tariff rate, weighted avg., %;2017;12,70250659;0;133
DZA;Algeria;IN.4.3.2;Domestic industry diversification;2015;0,481077696;14,19984326;108
DZA;Algeria;IN.4.3.3;Domestic market scale, bn PPP$;2023;628,99;12,34505183;41
DZA;Algeria;IN.5;Business sophistication;;;17,96356101;114
DZA;Algeria;IN.5.1;Knowledge workers;;;15,00013744;113
DZA;Algeria;IN.5.1.1;Knowledge-intensive employment, %;2017;17,86103225;24,61780787;86
DZA;Algeria;IN.5.1.2;Firms offering formal training, %;;;;
DZA;Algeria;IN.5.1.3;GERD performed by business, % GDP;2017;0,0364;0,858601031;77
DZA;Algeria;IN.5.1.4;GERD financed by business, %;2017;6,74413;8,342605809;82
DZA;Algeria;IN.5.1.5;Females employed w/advanced degrees, %;2017;8,09977494;26,18153504;83
DZA;Algeria;IN.5.2;Innovation linkages;;;23,0471791;65
DZA;Algeria;IN.5.2.1;Public research–industry co-publications, %;2023;0,561676798;4,826920747;115
DZA;Algeria;IN.5.2.2;University–industry R&D collaboration†;2023;4,162668023;54,6634444;47
DZA;Algeria;IN.5.2.3;State of cluster development†;2023;4,131192122;54,97930402;50
DZA;Algeria;IN.5.2.4;Joint venture/strategic alliance deals/bn PPP$ GDP;2023;0,001815511;0,667620808;121
DZA;Algeria;IN.5.2.5;Patent families/bn PPP$ GDP;2020;0,004084158;0,098605503;100
DZA;Algeria;IN.5.3;Knowledge absorption;;;15,84336648;120
DZA;Algeria;IN.5.3.1;Intellectual property payments, % total trade;2022;0,362041734;8,259218766;82
DZA;Algeria;IN.5.3.2;High-tech imports, % total trade;2017;10,38432044;34,82986763;35
DZA;Algeria;IN.5.3.3;ICT services imports, % total trade;2022;0,334482361;6,649182781;119
DZA;Algeria;IN.5.3.4;FDI net inflows, % GDP;2022;0,451709292;29,28934663;107
DZA;Algeria;IN.5.3.5;Research talent, % in businesses;2017;0,45618;0,189216593;83
DZA;Algeria;OUT;Innovation outputs;;;9,142239592;115
DZA;Algeria;OUT.6;Knowledge and technology outputs;;;9,077612903;125
DZA;Algeria;OUT.6.1;Knowledge creation;;;10,16832247;82
DZA;Algeria;OUT.6.1.1;Patents by origin/bn PPP$ GDP;2022;0,806132771;13,94441028;65
DZA;Algeria;OUT.6.1.2;PCT patents by origin/bn PPP$ GDP;2023;0,020668055;0,450032827;85
DZA;Algeria;OUT.6.1.3;Utility models by origin/bn PPP$ GDP;;;;
DZA;Algeria;OUT.6.1.4;Scientific and technical articles/bn PPP$ GDP;2023;8,092338511;16,1192723;83
DZA;Algeria;OUT.6.1.5;Citable documents H-index;2023;239;10,15957447;74
DZA;Algeria;OUT.6.2;Knowledge impact;;;10,85401433;128
DZA;Algeria;OUT.6.2.1;Labor productivity growth, %;2023;-0,620403725;39,27325917;111
DZA;Algeria;OUT.6.2.2;Unicorn valuation, % GDP;2024;0;0;49
DZA;Algeria;OUT.6.2.3;Software spending, % GDP;2023;0,008764417;0,423119899;132
DZA;Algeria;OUT.6.2.4;High-tech manufacturing, %;2015;4,054367799;3,719678235;101
DZA;Algeria;OUT.6.3;Knowledge diffusion;;;6,210501914;112
DZA;Algeria;OUT.6.3.1;Intellectual property receipts, % total trade;2022;0,001616505;0,049308264;106
DZA;Algeria;OUT.6.3.2;Production and export complexity;2021;-0,62682056;27,26293225;94
DZA;Algeria;OUT.6.3.3;High-tech exports, % total trade;2017;0,01956089;0,06688197;131
DZA;Algeria;OUT.6.3.4;ICT services exports, % total trade;2022;0,15417723;0,901820918;126
DZA;Algeria;OUT.6.3.5;ISO 9001 quality/bn PPP$ GDP;2022;1,074843694;2,771566165;112
DZA;Algeria;OUT.7;Creative outputs;;;9,206866282;109
DZA;Algeria;OUT.7.1;Intangible assets;;;9,249226917;100
DZA;Algeria;OUT.7.1.1;Intangible asset intensity, top 15, %;;;;
DZA;Algeria;OUT.7.1.2;Trademarks by origin/bn PPP$ GDP;2022;19,98730041;14,23896096;87
DZA;Algeria;OUT.7.1.3;Global brand value, top 5,000, % GDP;2024;0;0;75
DZA;Algeria;OUT.7.1.4;Industrial designs by origin/bn PPP$ GDP;2022;1,456515898;13,50871979;46
DZA;Algeria;OUT.7.2;Creative goods and services;;;0,621163613;124
DZA;Algeria;OUT.7.2.1;Cultural and creative services exports, % total trade;2022;0,011110446;0,263551352;105
DZA;Algeria;OUT.7.2.2;National feature films/mn pop. 15–69;2022;0,067148367;0,414256889;84
DZA;Algeria;OUT.7.2.3;Entertainment and media market/th pop. 15–69;2023;0,072443942;1,651687401;53
DZA;Algeria;OUT.7.2.4;Creative goods exports, % total trade;2017;0,012528485;0,15515881;125
DZA;Algeria;OUT.7.3;Online creativity;;;17,70784768;106
DZA;Algeria;OUT.7.3.1;Top-level domains (TLDs)/th pop. 15–69;2023;1,978695747;0,259105637;117
DZA;Algeria;OUT.7.3.2;GitHub commits/mn pop. 15–69;2023;74866,49322;1,373167634;110
DZA;Algeria;OUT.7.3.3;Mobile app creation/bn PPP$ GDP;2023;12508,00505;51,49126977;103
AGO;Angola;3;Global Innovation Index;;;10,21620935;133
AGO;Angola;IN;Innovation inputs;;;15,67803791;132
AGO;Angola;IN.1;Institutions;;;24,97248918;120
AGO;Angola;IN.1.1;Institutional environment;;;33,73806085;108
AGO;Angola;IN.1.1.1;Operational stability for businesses*;2023;2,55;50,66666667;92
AGO;Angola;IN.1.1.2;Government effectiveness*;2022;-1,040429354;16,80945503;127
AGO;Angola;IN.1.2;Regulatory environment;;;20,21467541;114
AGO;Angola;IN.1.2.1;Regulatory quality*;2022;-0,606698573;25,89938347;105
AGO;Angola;IN.1.2.2;Rule of law*;2022;-1,021904588;14,52996736;121
AGO;Angola;IN.1.3;Business environment;;;20,96473129;116
AGO;Angola;IN.1.3.1;Policy stability for doing business†;2023;3,059293916;27,73255829;109
AGO;Angola;IN.1.3.2;Entrepreneurship policies and culture†;2022;3,728528219;14,19690429;72
AGO;Angola;IN.2;Human capital and research;;;12,36269619;125
AGO;Angola;IN.2.1;Education;;;29,72586538;123
AGO;Angola;IN.2.1.1;Expenditure on education, % GDP;2022;2,332;14,42957298;117
AGO;Angola;IN.2.1.2;Government funding/pupil, secondary, % GDP/cap;;;;
AGO;Angola;IN.2.1.3;School life expectancy, years;;;;
AGO;Angola;IN.2.1.4;PISA scales in reading, maths and science;;;;
AGO;Angola;IN.2.1.5;Pupil–teacher ratio, secondary;2016;26,76618814;45,02215779;113
AGO;Angola;IN.2.2;Tertiary education;;;7,259093408;116
AGO;Angola;IN.2.2.1;Tertiary enrolment, % gross;2019;11,061;4,652237951;114
AGO;Angola;IN.2.2.2;Graduates in science and engineering, %;2015;12,0104599;9,865948865;107
AGO;Angola;IN.2.2.3;Tertiary inbound mobility, %;;;;
AGO;Angola;IN.2.3;Research and development (R&D);;;0,103129794;118
AGO;Angola;IN.2.3.1;Researchers, FTE/mn pop.;2016;18,9549;0,044740422;108
AGO;Angola;IN.2.3.2;Gross expenditure on R&D, % GDP;2016;0,03229;0,367778754;112
AGO;Angola;IN.2.3.3;Global corporate R&D investors, top 3, mn USD;2023;0;0;41
AGO;Angola;IN.2.3.4;QS university ranking, top 3*;2023;0;0;75
AGO;Angola;IN.3;Infrastructure;;;22,62001197;121
AGO;Angola;IN.3.1;Information and communication technologies (ICTs);;;34,6989468;116
AGO;Angola;IN.3.1.1;ICT access*;2022;54,77847368;36,70600646;118
AGO;Angola;IN.3.1.2;ICT use*;2022;57,55492957;45,36612821;110
AGO;Angola;IN.3.1.3;Government's online service*;2022;0,4716;41,60035367;107
AGO;Angola;IN.3.1.4;E-participation*;2022;0,1705;15,12329888;129
AGO;Angola;IN.3.2;General infrastructure;;;11,49474247;122
AGO;Angola;IN.3.2.1;Electricity output, GWh/mn pop.;2021;486,3204266;1,716849526;111
AGO;Angola;IN.3.2.2;Logistics performance*;2023;2,1;0;110
AGO;Angola;IN.3.2.3;Gross capital formation, % GDP;2023;24,497;32,76737789;58
AGO;Angola;IN.3.3;Ecological sustainability;;;21,66634664;60
AGO;Angola;IN.3.3.1;GDP/unit of energy use;2021;12,319;25,84004865;48
AGO;Angola;IN.3.3.2;Low-carbon energy use, %;2022;32,4808992;38,78315609;29
AGO;Angola;IN.3.3.3;ISO 14001 environment/bn PPP$ GDP;2022;0,104848434;0,375835188;128
AGO;Angola;IN.4;Market sophistication;;;11,62446698;127
AGO;Angola;IN.4.1;Credit;;;6,94473396;122
AGO;Angola;IN.4.1.1;Finance for startups and scaleups†;2022;3,205185185;20,83420188;78
AGO;Angola;IN.4.1.2;Domestic credit to private sector, % GDP;2022;8,43700064;0;130
AGO;Angola;IN.4.1.3;Loans from microfinance institutions, % GDP;2020;0,004597176;0;62
AGO;Angola;IN.4.2;Investment;;;;
AGO;Angola;IN.4.2.1;Market capitalization, % GDP;;;;
AGO;Angola;IN.4.2.2;Venture capital (VC) investors, deals/bn PPP$ GDP;;;;
AGO;Angola;IN.4.2.3;VC recipients, deals/bn PPP$ GDP;;;;
AGO;Angola;IN.4.2.4;VC received, value, % GDP;;;;
AGO;Angola;IN.4.3;Trade, diversification and market scale;;;16,3042;126
AGO;Angola;IN.4.3.1;Applied tariff rate, weighted avg., %;2022;7,130377303;43,8663759;113
AGO;Angola;IN.4.3.2;Domestic industry diversification;2022;0,550213282;0;109
AGO;Angola;IN.4.3.3;Domestic market scale, bn PPP$;2023;260,323;5,046224107;64
AGO;Angola;IN.5;Business sophistication;;;6,81052521;133
AGO;Angola;IN.5.1;Knowledge workers;;;5,749653802;130
AGO;Angola;IN.5.1.1;Knowledge-intensive employment, %;2021;7,495879293;7,732788017;114
AGO;Angola;IN.5.1.2;Firms offering formal training, %;;;;
AGO;Angola;IN.5.1.3;GERD performed by business, % GDP;;;;
AGO;Angola;IN.5.1.4;GERD financed by business, %;;;;
AGO;Angola;IN.5.1.5;Females employed w/advanced degrees, %;2021;1,293799927;3,766519587;115
AGO;Angola;IN.5.2;Innovation linkages;;;1,407273187;132
AGO;Angola;IN.5.2.1;Public research–industry co-publications, %;2023;0,571026723;4,931764588;114
AGO;Angola;IN.5.2.2;University–industry R&D collaboration†;2023;2,271286084;0,639246232;129
AGO;Angola;IN.5.2.3;State of cluster development†;2023;2,68588879;0;130
AGO;Angola;IN.5.2.4;Joint venture/strategic alliance deals/bn PPP$ GDP;2023;0,003588051;1,465355116;115
AGO;Angola;IN.5.2.5;Patent families/bn PPP$ GDP;2020;0;0;102
AGO;Angola;IN.5.3;Knowledge absorption;;;13,27464864;129
AGO;Angola;IN.5.3.1;Intellectual property payments, % total trade;2022;0,58475122;13,33986609;65
AGO;Angola;IN.5.3.2;High-tech imports, % total trade;2022;4,463588468;14,48829483;115
AGO;Angola;IN.5.3.3;ICT services imports, % total trade;2022;0,357654831;7,128743857;117
AGO;Angola;IN.5.3.4;FDI net inflows, % GDP;2022;-5,525438959;18,14168978;129
AGO;Angola;IN.5.3.5;Research talent, % in businesses;;;;
AGO;Angola;OUT;Innovation outputs;;;4,754380788;133
AGO;Angola;OUT.6;Knowledge and technology outputs;;;3,632066763;133
AGO;Angola;OUT.6.1;Knowledge creation;;;0,433557056;133
AGO;Angola;OUT.6.1.1;Patents by origin/bn PPP$ GDP;2019;0,008989572;0,210321331;126
AGO;Angola;OUT.6.1.2;PCT patents by origin/bn PPP$ GDP;2023;0;0;99
AGO;Angola;OUT.6.1.3;Utility models by origin/bn PPP$ GDP;2019;0,035958288;1,10640012;62
AGO;Angola;OUT.6.1.4;Scientific and technical articles/bn PPP$ GDP;2023;0,641510739;0;132
AGO;Angola;OUT.6.1.5;Citable documents H-index;2023;64;0,85106383;130
AGO;Angola;OUT.6.2;Knowledge impact;;;6,695334469;132
AGO;Angola;OUT.6.2.1;Labor productivity growth, %;2023;-4,081009243;11,66183713;131
AGO;Angola;OUT.6.2.2;Unicorn valuation, % GDP;2024;0;0;49
AGO;Angola;OUT.6.2.3;Software spending, % GDP;2023;0,122910744;12,00548176;89
AGO;Angola;OUT.6.2.4;High-tech manufacturing, %;2022;3,564327941;3,114018978;103
AGO;Angola;OUT.6.3;Knowledge diffusion;;;3,767308765;124
AGO;Angola;OUT.6.3.1;Intellectual property receipts, % total trade;2022;0;0;116
AGO;Angola;OUT.6.3.2;Production and export complexity;2021;-1,0400707;16,86521498;112
AGO;Angola;OUT.6.3.3;High-tech exports, % total trade;2022;0,230612335;0,869748424;105
AGO;Angola;OUT.6.3.4;ICT services exports, % total trade;2022;0,056966645;0,080697059;132
AGO;Angola;OUT.6.3.5;ISO 9001 quality/bn PPP$ GDP;2022;0,459720055;1,020883356;127
AGO;Angola;OUT.7;Creative outputs;;;5,876694813;119
AGO;Angola;OUT.7.1;Intangible assets;;;4,944122394;113
AGO;Angola;OUT.7.1.1;Intangible asset intensity, top 15, %;;;;
AGO;Angola;OUT.7.1.2;Trademarks by origin/bn PPP$ GDP;2020;11,97126145;8,167781562;106
AGO;Angola;OUT.7.1.3;Global brand value, top 5,000, % GDP;;;;
AGO;Angola;OUT.7.1.4;Industrial designs by origin/bn PPP$ GDP;2022;0,185501075;1,720463225;102
AGO;Angola;OUT.7.2;Creative goods and services;;;0,098476873;133
AGO;Angola;OUT.7.2.1;Cultural and creative services exports, % total trade;;;;
AGO;Angola;OUT.7.2.2;National feature films/mn pop. 15–69;;;;
AGO;Angola;OUT.7.2.3;Entertainment and media market/th pop. 15–69;;;;
AGO;Angola;OUT.7.2.4;Creative goods exports, % total trade;2022;0,008006601;0,098476873;127
AGO;Angola;OUT.7.3;Online creativity;;;13,52005759;119
AGO;Angola;OUT.7.3.1;Top-level domains (TLDs)/th pop. 15–69;2023;0,578736157;0,065191269;130
AGO;Angola;OUT.7.3.2;GitHub commits/mn pop. 15–69;2023;21993,89384;0,359450422;125
AGO;Angola;OUT.7.3.3;Mobile app creation/bn PPP$ GDP;2023;1560,861107;40,13553109;119
ARG;Argentina;4;Global Innovation Index;;;26,42464614;76
ARG;Argentina;IN;Innovation inputs;;;28,61739742;92
ARG;Argentina;IN.1;Institutions;;;21,71062694;123
ARG;Argentina;IN.1.1;Institutional environment;;;37,29736763;103
ARG;Argentina;IN.1.1.1;Operational stability for businesses*;2023;3,025;38;114
